location,date,lat,lon,rain_3day,rain_7day,wave_h,elevation,slope,dist_coast,flooded
Malindi,2025-11-17,-3.349588782476962,39.91202120098471,38.34,47.94,2.16,10.24,1.67,7.35,1
Malindi,2026-01-21,-3.182449077308147,40.085152943293416,22.92,44.38,2.51,5.68,4.01,4.08,1
Malindi,2025-12-08,-3.0497278919141775,39.905787397331416,6.54,24.95,2.72,22.95,5.48,4.81,1
Malindi,2025-11-13,-3.0821324181277374,39.908743024655834,34.58,66.17,1.45,17.35,7.13,0.27,0
Malindi,2025-11-15,-3.293144191689214,39.971243104167456,28.55,53.23,2.27,38.28,4.58,4.5,1
Malindi,2025-11-01,-2.9921903400425736,39.977235942084725,7.47,26.94,0.84,7.59,0.68,7.04,0
Malindi,2025-11-09,-2.983271409162072,39.946399967973825,30.06,53.96,1.61,1.0,0.0,0.01,1
Malindi,2025-11-12,-3.3184537695520566,40.06357022213981,10.31,25.24,0.51,41.98,2.13,1.11,0
Malindi,2025-11-01,-3.1361993673001924,40.11745312568061,12.47,16.7,2.31,8.72,6.44,0.86,1
Malindi,2025-12-31,-3.277055020101029,40.14074149135235,27.95,36.63,0.71,0.04,2.2,1.28,0
Malindi,2025-12-27,-3.239528309601534,39.9862489884708,79.83,100.86,1.39,24.88,4.44,0.84,0
Malindi,2025-12-10,-3.2699304971031324,40.08969139897426,51.84,64.45,0.93,36.33,3.68,1.29,0
Malindi,2026-02-13,-3.1012160130085595,40.09023715512737,13.03,30.84,2.75,18.85,6.87,0.54,0
Malindi,2026-01-29,-3.172148940224445,39.97013537213387,32.37,52.04,2.12,23.43,2.59,1.09,0
Malindi,2025-12-16,-3.3206379647003703,39.96743115397023,27.72,45.69,2.8,26.94,2.25,2.16,1
Malindi,2026-01-17,-3.2877937068119785,40.0245226395838,44.02,55.68,0.72,9.84,1.32,1.27,1
Malindi,2026-01-02,-3.05367587617135,40.08449828265155,34.64,45.71,2.31,18.94,3.24,2.76,1
Malindi,2026-01-21,-3.2861741946003207,39.961882230989374,41.88,91.66,1.25,28.26,3.52,4.08,1
Malindi,2025-11-07,-3.1318597131346895,40.105547881485585,16.66,66.46,2.85,13.06,2.96,0.52,1
Malindi,2025-11-11,-3.0266287052141916,40.13007296648118,21.81,45.85,0.84,40.96,3.98,4.43,1
Malindi,2026-01-19,-3.3516753436740867,40.12576865668475,6.86,28.53,2.27,1.59,3.16,2.66,1
Malindi,2025-12-19,-3.331136133856514,39.98602957978969,5.55,15.15,2.45,6.11,1.76,0.54,1
Malindi,2026-02-21,-2.9747918920491383,39.96580412392072,31.33,34.76,2.44,12.68,2.53,0.37,1
Malindi,2026-01-21,-3.2817946059627885,39.98603501601114,23.73,35.42,2.26,9.23,2.03,1.61,1
Malindi,2026-02-10,-2.951490793073831,40.10751186738028,6.97,28.85,1.1,13.54,3.27,2.03,0
Malindi,2025-12-17,-3.170225877452927,40.063837909068354,11.3,16.17,1.68,25.78,2.83,1.89,1
Malindi,2026-01-19,-2.9688487523770184,40.10639492040612,7.67,20.78,2.34,39.73,6.29,4.65,0
Malindi,2025-12-04,-3.233695335593879,39.98685101525285,14.54,60.73,1.21,0.0,3.08,1.02,1
Malindi,2026-02-15,-3.178022879611751,39.968182707205216,43.08,93.86,2.48,8.63,0.81,4.99,1
Malindi,2025-11-10,-3.2063775409886808,40.09259323315873,30.01,63.97,1.6,1.08,2.15,0.96,1
Malindi,2025-11-03,-2.9871521473177807,40.03352444126679,15.48,41.89,1.4,18.8,0.0,0.47,1
Malindi,2025-11-05,-3.3284179212038305,39.99599687822698,7.13,16.61,2.64,10.41,2.22,0.62,1
Malindi,2025-12-15,-3.1720704529419703,40.03454436457523,11.47,23.85,1.57,8.14,3.39,2.44,0
Malindi,2026-02-12,-2.96351713095809,39.97241381456746,40.46,63.07,1.85,12.45,1.65,2.07,0
Malindi,2025-12-13,-2.997349073420843,40.12695995077358,6.43,30.02,2.2,21.81,5.22,3.93,1
Malindi,2026-01-13,-3.235360183407345,40.125905672902434,9.34,37.26,2.54,8.05,2.92,2.43,1
Malindi,2025-12-22,-3.0480241475705037,40.04758360381194,14.9,49.21,0.68,17.85,1.18,2.15,1
Malindi,2026-01-06,-3.346125287535512,40.076326753322384,40.54,65.39,1.47,2.52,4.25,3.42,0
Malindi,2026-02-16,-3.042233286195898,39.97353592843504,18.09,20.68,1.12,37.61,4.0,1.42,1
Malindi,2026-02-16,-3.0238900103643735,39.93214601916609,20.66,51.27,1.16,17.28,2.32,1.47,1
Malindi,2025-12-31,-3.307550185694146,40.005567971029514,43.82,56.56,0.86,34.88,3.41,0.47,1
Malindi,2026-02-24,-3.023766129796529,39.94438651725939,13.41,31.25,2.59,40.9,0.85,0.21,1
Malindi,2025-12-28,-3.1288051340603924,40.070319705948165,18.78,48.98,1.14,19.83,4.81,6.87,1
Malindi,2025-12-23,-3.016468906328625,39.96919778981069,14.9,29.76,1.04,0.1,0.0,1.86,0
Malindi,2025-11-17,-2.962158492490402,39.95893310229132,13.49,58.11,1.82,23.23,1.98,1.88,0
Malindi,2025-12-13,-3.3428997644865857,40.10569015349105,8.16,25.9,2.83,5.52,0.23,0.2,1
Malindi,2025-12-03,-3.368269328666049,40.06569053560867,11.19,25.25,0.58,27.13,2.44,0.68,0
Malindi,2025-12-16,-2.956097974627576,40.06859215809906,42.23,49.16,1.03,9.02,0.0,0.28,1
Malindi,2025-12-01,-3.395362256401551,40.01353685943215,46.74,61.35,2.52,24.82,3.0,1.8,1
Malindi,2026-01-19,-3.0465825348771114,40.13549487645081,15.72,68.93,1.45,22.52,2.53,3.05,0
Malindi,2025-11-11,-3.3028240290721507,39.989567333621366,24.86,71.09,2.7,0.5,0.0,4.41,1
Malindi,2025-11-13,-3.0280075345583235,40.00581201779058,8.42,21.75,0.87,35.84,3.24,1.27,0
Malindi,2026-02-01,-3.366501164215718,40.145653171632404,10.65,49.1,1.0,52.64,0.0,2.78,0
Malindi,2025-12-17,-3.1380437894689592,40.03231386537761,57.31,83.8,2.53,6.53,1.46,1.97,1
Malindi,2025-12-18,-3.3996554191506054,39.93785806783568,3.32,12.88,1.26,17.49,2.6,0.62,0
Malindi,2026-01-08,-3.376191586934906,39.94915497048966,13.86,20.41,0.59,6.67,1.8,2.46,0
Malindi,2026-02-02,-3.371032965039608,39.96737657935819,25.87,35.91,1.21,18.86,3.74,0.46,0
Malindi,2026-01-06,-3.180706970900268,40.04346622317834,4.43,23.48,2.53,18.77,0.0,1.57,0
Malindi,2025-12-04,-3.342078617680791,39.935966239308605,17.52,29.37,2.82,23.04,0.0,1.52,1
Malindi,2026-01-16,-3.1816325050844405,40.03424491677027,13.86,28.61,1.64,28.21,5.31,3.03,0
Malindi,2026-01-19,-3.27521247555796,39.907826398987744,21.79,43.97,1.16,25.7,0.0,1.76,1
Malindi,2025-11-07,-3.349978373447805,39.96052468099786,36.22,43.45,2.57,7.05,5.83,0.06,1
Malindi,2026-01-23,-3.2396264671459645,39.994835712638974,36.17,47.17,2.04,0.0,3.68,1.67,1
Malindi,2026-01-29,-3.241818827308766,40.10537334680098,18.25,51.18,2.31,16.63,4.24,0.25,1
Malindi,2026-01-11,-3.3493779704740816,39.90806612447645,41.04,90.14,2.58,16.63,2.24,1.13,1
Malindi,2025-11-27,-3.2112247613424856,40.07193593268605,38.91,65.62,2.85,26.84,0.69,2.77,1
Malindi,2026-01-17,-3.0067850489274095,39.98228060321745,29.78,36.1,0.96,36.44,2.38,0.74,1
Malindi,2026-01-11,-2.9624011179770426,40.073128080103515,15.64,56.09,2.84,21.81,2.6,6.15,1
Malindi,2025-11-11,-2.9674510295463383,40.12792485780501,33.88,68.02,2.07,12.96,1.42,2.93,1
Malindi,2026-02-08,-2.958657665054156,39.952882378443775,23.13,30.95,2.78,19.19,0.21,2.14,1
Malindi,2025-11-17,-3.213232228714749,40.059022271502265,8.75,32.32,1.06,13.07,3.64,0.02,0
Malindi,2026-01-20,-3.101639798673446,39.97726890853289,20.9,24.97,0.74,19.86,1.19,1.95,1
Malindi,2026-02-03,-3.082549767578103,40.048695526794056,34.82,46.21,0.98,10.65,4.0,1.36,1
Malindi,2026-02-08,-3.2700796320652286,39.951639984543014,17.66,104.14,2.89,23.45,3.27,0.8,1
Malindi,2025-12-09,-3.1516995938844254,39.95749862729893,56.7,61.39,1.93,8.79,5.48,0.72,1
Malindi,2025-12-09,-3.321079954043992,39.97957121063047,24.74,53.67,2.32,3.1,4.35,0.61,1
Malindi,2026-01-18,-3.0612908802554393,40.01027868252701,27.49,40.54,0.76,20.35,0.0,2.5,0
Malindi,2025-11-01,-3.3411163111492987,39.91656808621361,35.8,44.53,0.73,23.21,3.3,1.88,1
Malindi,2026-01-29,-3.099440849964025,40.099405867403924,23.32,32.67,1.5,23.62,2.74,3.29,0
Malindi,2026-01-12,-3.3140718964468183,39.98640459077191,11.18,14.03,0.6,3.82,7.39,0.69,0
Malindi,2026-02-23,-3.0304888142681503,40.04602984993151,15.84,22.65,1.49,0.0,2.11,0.04,1
Malindi,2026-01-10,-3.1167766672055084,40.06420408842544,28.29,56.23,0.91,0.63,1.97,0.64,1
Malindi,2025-12-03,-3.376338915402105,40.12259005847323,30.43,70.12,1.63,33.19,1.95,1.6,1
Malindi,2025-11-11,-3.323502531335883,39.918297015389854,35.51,59.99,1.6,28.33,2.28,0.41,1
Malindi,2026-02-13,-2.9689901566825414,40.08205271181881,12.62,16.83,2.06,24.36,1.22,0.29,0
Malindi,2026-02-18,-3.0484388947981795,39.94654017888126,33.46,62.1,1.63,34.43,6.07,2.02,0
Malindi,2026-02-04,-2.980366156247231,39.97206576545059,20.6,39.42,2.9,30.6,3.29,2.92,1
Malindi,2026-01-24,-3.117988390435472,39.99715432267829,41.61,92.45,1.5,33.41,3.63,2.82,1
Malindi,2025-10-29,-3.253682820670974,40.09554051664552,65.32,108.44,2.17,18.51,5.09,0.25,1
Malindi,2025-11-27,-3.3763838506477892,40.083950082998676,42.17,77.46,1.65,40.21,0.0,0.64,1
Malindi,2026-02-20,-3.268829047174624,39.961995189867224,24.86,71.23,0.87,36.33,5.71,2.76,1
Malindi,2026-01-28,-3.0910388287412687,39.94751557290829,30.38,47.43,2.97,7.35,1.93,2.84,1
Malindi,2025-10-29,-3.3127909186621243,40.12375315223043,46.71,60.25,1.13,28.09,3.3,3.14,1
Malindi,2026-01-26,-3.0908721945207898,40.00823977390042,8.14,67.48,2.59,37.18,1.46,1.94,1
Malindi,2026-02-25,-3.2696500666498505,40.05004770604539,5.1,19.29,1.83,47.08,1.27,3.97,1
Malindi,2026-01-07,-3.176643742369933,39.91270053575468,49.11,59.75,0.55,13.21,1.62,3.41,1
Malindi,2025-12-10,-3.357665138345977,40.13149026725694,8.67,21.02,1.54,23.25,3.43,5.64,1
Malindi,2025-12-27,-3.182161566869708,39.9311285933279,52.76,75.67,0.81,23.21,3.48,8.21,1
Malindi,2026-01-10,-3.3657188139784355,39.94650101148268,14.0,39.11,1.1,7.97,2.97,3.46,0
Malindi,2025-10-29,-3.002069494338844,39.9728980726715,32.12,41.72,1.96,16.6,4.77,0.38,1
Malindi,2025-11-21,-2.978324796966365,39.90216820256082,15.53,24.4,2.16,20.27,1.77,2.42,1
Malindi,2025-12-30,-2.984198287885609,39.98092568044885,34.78,97.08,2.16,2.12,0.0,1.52,0
Malindi,2026-02-13,-3.3692931543950166,39.98518064697953,18.06,31.43,2.82,21.87,0.66,0.97,1
Malindi,2025-10-29,-3.296925108368281,39.97050574816584,36.93,79.53,2.01,11.76,1.81,3.44,1
Malindi,2025-12-21,-3.048125073376963,40.12995340928028,11.06,49.06,0.74,8.07,4.66,0.75,1
Malindi,2025-12-07,-3.211212854602343,40.13984137275785,40.16,46.08,2.3,8.48,4.09,0.72,1
Malindi,2025-12-14,-3.320205823813596,39.91826020775724,5.74,23.45,2.06,28.0,4.26,0.18,1
Malindi,2026-01-10,-3.375593074001379,39.967147839078635,45.7,75.43,2.71,30.32,3.74,0.36,1
Malindi,2026-02-24,-3.0320521140966026,40.04816368989612,57.33,90.88,0.97,14.09,1.12,0.18,1
Malindi,2026-01-07,-3.147827942537349,39.98696458690371,87.02,111.82,1.57,15.5,1.52,1.3,1
Malindi,2025-12-12,-3.357727945683017,39.97276611612305,10.18,39.52,2.55,0.0,0.0,3.09,0
Malindi,2026-01-27,-3.2330676335869435,39.901150807313876,23.2,64.26,1.4,17.68,2.78,4.92,0
Malindi,2026-02-08,-3.295840870843339,40.05597927367574,62.22,89.85,0.57,37.9,1.05,4.04,1
Malindi,2025-11-12,-3.1547703757199894,40.08199131938611,59.42,73.65,2.91,24.2,2.98,0.21,1
Malindi,2025-11-13,-2.9739665482147872,39.91696825729803,31.25,54.68,1.22,31.33,3.09,0.63,1
Malindi,2025-12-27,-3.2292540570905737,39.98802921422144,41.1,48.64,2.67,19.76,1.26,0.48,1
Malindi,2026-01-24,-3.3242667819727507,40.01601761278068,30.55,67.1,1.63,10.02,6.54,0.35,1
Malindi,2025-11-18,-3.3385799071436217,40.07397762632963,32.07,47.22,2.52,17.84,1.88,1.3,1
Malindi,2025-12-13,-2.9689162045770807,39.99370285868539,17.01,24.08,0.56,32.92,0.65,1.99,1
Malindi,2026-01-04,-2.976057144244048,40.049796166483,12.65,76.95,1.38,28.02,5.03,0.48,1
Malindi,2025-12-22,-3.1433244857709273,39.92597760985733,44.44,49.22,1.95,7.78,1.12,1.93,1
Malindi,2025-12-10,-3.1654997543485175,40.064344920284505,10.83,46.72,1.04,8.78,6.09,0.04,1
Malindi,2025-11-01,-3.3464751062656948,39.920108433018,17.29,33.09,1.58,26.51,4.12,0.99,0
Malindi,2026-02-06,-3.2499362402300074,39.983381157307626,29.68,46.2,2.74,22.84,0.0,2.43,1
Malindi,2025-12-03,-3.220511181463002,40.04000392587161,40.26,56.23,1.66,37.86,2.11,0.21,1
Malindi,2026-01-25,-3.091301159314283,39.939273713926724,15.82,36.53,1.92,7.67,4.57,3.74,1
Malindi,2025-12-17,-3.027384859633825,39.903702490181615,47.03,58.53,0.91,0.0,3.76,2.23,1
Malindi,2026-02-10,-3.0330836367105958,40.102201721863345,73.45,89.49,2.62,18.62,4.34,1.38,1
Malindi,2026-01-30,-3.072487538018412,40.00147214513354,17.07,30.35,0.85,0.7,3.92,1.82,1
Malindi,2025-11-22,-3.029487837310379,39.96919515916785,104.25,111.9,2.81,12.82,3.62,1.98,1
Malindi,2026-02-24,-3.2139226199858326,39.96416685931257,40.15,47.94,0.51,14.02,1.88,1.04,0
Malindi,2026-01-03,-3.2922320844582327,40.14522723610872,53.43,61.25,2.48,19.07,1.97,0.63,1
Malindi,2025-12-29,-3.058465160524193,40.02694433449026,38.39,53.63,2.04,44.91,3.21,0.31,1
Malindi,2025-12-09,-2.9636348366152934,40.05165410245918,70.8,108.17,2.84,27.28,4.03,1.56,1
Malindi,2026-01-01,-3.0319516261926958,39.977221112044845,5.39,28.63,2.96,14.78,4.03,2.33,0
Malindi,2025-12-28,-3.2756309859907144,40.01206707936717,7.98,33.8,2.31,9.92,1.03,0.91,1
Malindi,2026-02-01,-3.2046603000953513,39.90120715198509,17.7,35.78,2.95,33.36,1.57,1.11,1
Malindi,2025-11-10,-3.1554913056068816,40.07978609437466,60.04,65.7,2.68,17.32,7.19,0.85,1
Malindi,2026-02-11,-3.2437117401039037,40.13891163455247,12.83,70.61,0.9,3.71,3.91,0.03,1
Malindi,2025-10-30,-3.3265309582060643,39.92414888398362,62.39,80.2,2.34,23.35,1.97,0.17,1
Malindi,2026-02-09,-3.091243108923946,40.09362760606785,18.0,69.06,2.66,6.6,0.16,1.74,1
Malindi,2026-02-14,-3.14666367264714,39.92463348385718,55.42,70.97,2.26,25.47,2.84,1.3,1
Malindi,2026-01-19,-3.399721103967401,40.146873313737956,33.85,94.27,0.53,39.91,3.41,0.22,1
Malindi,2026-01-21,-3.2544776196429552,40.004327081402316,33.32,36.67,1.15,5.94,1.95,0.37,0
Malindi,2026-02-01,-3.3864716036224247,40.12201876542461,83.5,107.8,1.13,22.24,0.35,0.13,0
Malindi,2026-01-14,-3.3261105646682014,39.96882578341686,35.81,64.09,1.7,13.98,5.39,1.12,1
Malindi,2025-12-25,-2.9563335896674205,40.13250734468595,38.28,53.11,1.49,14.58,2.02,0.74,1
Malindi,2025-12-06,-3.2129507079531234,40.06292700823722,25.5,43.78,1.35,31.6,3.28,0.43,1
Malindi,2026-01-02,-2.9697853427488425,40.14215667358273,22.85,59.13,2.83,0.0,3.32,1.17,1
Malindi,2025-11-03,-3.335720763546436,40.06115162801905,62.09,62.82,2.96,9.6,1.57,3.35,1
Malindi,2026-02-13,-3.3980302093143644,39.96127289036507,59.22,104.17,2.86,34.69,4.01,0.37,1
Malindi,2025-11-19,-3.1381044512559426,39.937716288564644,17.79,45.33,1.18,11.16,1.24,2.52,0
Malindi,2026-01-06,-3.287244012879465,39.907712049516576,39.7,84.32,2.85,4.47,1.23,1.85,1
Malindi,2025-12-04,-3.0237569488034897,40.05969243872128,16.09,21.83,0.59,13.58,6.19,1.66,1
Malindi,2025-11-13,-3.0399727307826043,39.95181462399112,9.8,13.52,1.0,20.65,2.8,3.51,1
Malindi,2026-02-13,-3.3030871617182465,39.93571187413061,65.25,77.99,1.74,23.19,3.21,0.17,1
Malindi,2026-02-09,-3.3829526520493247,40.044594400728215,23.95,42.52,1.74,28.76,0.99,0.35,1
Malindi,2025-11-27,-3.2714341632842787,39.90501507305083,123.35,209.94,0.51,35.57,4.03,0.21,1
Malindi,2026-02-23,-3.2271575372121317,40.018956412183904,35.55,56.14,2.16,27.79,3.42,0.15,1
Malindi,2025-12-28,-3.0152829922854463,39.933700092163036,21.3,90.75,1.04,24.87,2.71,2.29,0
Malindi,2025-12-06,-3.1281253802875004,40.143058524241724,47.77,65.88,1.95,25.58,3.96,1.98,1
Malindi,2026-01-28,-2.9601399299661026,39.925287975644125,14.72,32.54,0.89,6.09,3.37,0.52,1
Malindi,2026-02-17,-2.9755387659449375,40.04149534339836,9.94,32.99,1.55,26.23,0.25,0.28,1
Malindi,2025-11-06,-3.3643910045167815,40.03591821080048,109.09,117.11,1.99,35.15,2.36,0.01,1
Malindi,2025-12-26,-3.359139306362057,40.12278196783513,42.76,60.88,2.59,12.97,1.33,2.47,1
Malindi,2025-11-25,-3.1777636709609998,39.92009579771561,17.42,34.49,1.64,25.92,0.53,1.12,0
Malindi,2025-12-17,-3.1706478071310715,39.92664852305212,22.41,41.12,0.77,29.68,3.65,0.49,1
Malindi,2025-11-07,-3.024001201241212,39.97827375707331,5.86,62.72,0.84,19.94,0.0,2.05,1
Malindi,2025-12-13,-3.2587081450565045,40.10110512720898,61.1,79.58,0.53,20.87,3.25,0.61,0
Malindi,2025-12-23,-3.034349192080931,40.06895337979144,9.42,14.79,2.45,6.63,2.03,0.71,0
Malindi,2025-12-04,-3.3887684439017884,39.927693298868995,22.55,33.89,0.73,11.3,5.23,0.4,1
Malindi,2025-11-28,-2.9749001116840437,39.97400541636731,4.8,12.57,1.74,24.92,4.19,0.1,1
Malindi,2026-02-05,-2.963162927417135,40.14584184311052,48.33,87.69,1.06,39.14,3.99,2.38,1
Malindi,2026-02-18,-3.0313356310379462,39.9956782476185,40.02,67.4,1.66,6.85,3.45,1.78,0
Malindi,2026-02-15,-3.099768389113437,39.963077996130934,12.33,26.15,0.79,35.53,0.0,0.26,0
Malindi,2026-01-15,-3.2841125407410723,39.99557198962023,17.9,44.02,0.88,16.45,1.52,2.48,1
Malindi,2026-01-02,-2.9648073979952123,40.089438673753676,7.26,60.69,1.99,8.26,0.41,1.26,1
Malindi,2026-02-03,-3.2410759620823195,39.95027781924827,8.96,38.85,0.57,0.0,2.72,3.55,1
Malindi,2025-12-10,-3.244097410078028,40.027714198001846,14.19,35.48,1.35,14.91,3.1,6.29,0
Malindi,2025-10-29,-3.2390046942384414,39.968846276891966,18.36,63.75,0.72,23.96,1.76,0.02,1
Malindi,2026-01-05,-3.155874776349429,40.06765497331073,18.69,41.21,2.31,2.93,1.16,0.42,0
Malindi,2026-01-06,-3.274209802433427,40.0366371897615,27.24,37.64,0.61,17.38,2.69,1.76,1
Malindi,2025-11-19,-3.2091920649907197,39.94087032878048,28.36,36.54,1.95,19.15,1.79,6.15,1
Malindi,2025-11-17,-3.0678705835471245,39.99410666489912,28.37,68.15,1.45,25.0,1.53,2.05,1
Malindi,2025-12-26,-2.952004769701314,40.0082572783264,18.19,35.88,1.91,22.56,6.94,2.2,1
Malindi,2025-11-14,-3.387413411696139,40.04071289593731,25.47,61.99,0.61,19.33,1.62,0.61,0
Malindi,2026-02-11,-3.120400088928481,39.93582980681066,24.1,82.74,0.91,28.69,1.16,2.95,1
Malindi,2025-11-27,-2.954238708288977,40.14106462478428,8.69,30.69,0.86,24.24,2.52,2.92,0
Malindi,2026-01-02,-2.955567360401757,40.13045708015355,25.52,30.78,2.8,15.99,2.45,1.4,1
Malindi,2026-01-01,-3.203299929164638,39.94810278695195,37.42,68.7,2.68,14.46,4.23,1.36,1
Malindi,2025-11-23,-3.0485248655415704,39.90793892133385,34.18,52.15,2.7,16.1,6.36,0.86,1
Malindi,2026-01-24,-3.1461310616543954,40.0937015826071,84.02,93.56,2.44,0.0,0.14,0.1,1
Malindi,2026-02-10,-3.0336044403758518,39.93542822045258,50.77,80.45,0.81,19.24,6.07,1.06,1
Malindi,2026-01-28,-3.2654340966464086,40.08640357938274,13.0,30.6,1.4,8.43,3.32,0.44,0
Malindi,2025-12-17,-3.3973986429403644,40.11057641042444,28.52,41.17,2.65,28.08,1.47,3.68,0
Malindi,2025-11-07,-3.3821328744205266,40.02852248004656,12.31,23.99,0.62,19.78,0.86,1.09,0
Malindi,2025-12-03,-3.01582806894966,40.10449662679302,26.24,32.07,0.69,22.91,5.29,1.75,1
Malindi,2026-02-05,-3.2935633417230865,40.00187068712248,33.68,77.95,1.07,9.6,0.0,0.34,1
Malindi,2025-12-18,-3.2059374985979194,40.10534257689862,36.15,38.86,1.38,23.39,1.03,0.03,1
Malindi,2025-11-13,-3.32109032517792,40.06381700860648,32.06,44.45,2.01,17.96,5.18,0.23,1
Malindi,2026-02-03,-3.055113044479868,40.083689619737214,54.59,79.19,2.99,0.0,0.0,0.69,1
Malindi,2026-01-04,-3.183365773709359,39.97055538951872,22.16,58.62,1.94,0.0,1.01,5.0,1
Malindi,2026-01-28,-3.0705374041554627,39.91245929092421,19.85,55.43,1.08,0.0,5.0,10.2,1
Malindi,2025-11-26,-3.0237063862228415,40.03447442538245,62.95,75.49,2.17,21.48,2.78,0.17,1
Malindi,2025-11-03,-3.0586791008834977,40.02813693394712,7.72,43.8,2.53,22.67,1.78,7.92,1
Malindi,2025-11-05,-3.185057870475961,40.12433892398271,43.03,51.3,0.94,18.6,3.92,1.21,1
Malindi,2026-02-21,-3.2124756775537144,40.07521673807303,69.1,85.74,0.55,27.6,0.0,1.17,0
Malindi,2026-01-10,-2.9714068021276097,40.08281369698529,51.66,71.33,1.93,27.43,0.23,0.6,1
Malindi,2025-11-11,-3.1122989367095495,40.08040682308878,26.44,43.33,0.53,1.88,3.61,1.98,0
Malindi,2026-01-14,-3.0348895571833627,40.097314500048185,61.39,74.41,2.7,8.18,1.33,0.13,1
Malindi,2025-12-24,-3.394191954452784,40.092956848128246,37.16,47.92,2.07,15.09,0.0,1.19,1
Malindi,2025-12-18,-3.043044547466234,39.97813242617678,11.94,23.58,2.84,24.69,7.03,1.94,1
Malindi,2025-11-07,-3.184347586021408,40.1440269393773,23.08,29.18,1.12,25.57,2.29,1.17,0
Malindi,2025-11-12,-3.0748423504207647,39.91032380944135,3.81,28.47,0.86,9.3,3.96,2.25,0
Malindi,2026-01-15,-3.068011548141372,40.02088458789802,16.48,19.6,1.73,35.43,3.4,6.71,1
Malindi,2026-02-21,-3.2417131502787804,40.14455632332688,4.81,59.16,0.88,23.77,2.54,1.6,0
Malindi,2025-11-27,-3.1150475378843137,40.1061872992562,10.35,68.56,1.83,21.41,1.24,1.69,1
Malindi,2026-02-15,-3.208084121146156,40.03015494395399,41.98,54.2,2.18,18.26,2.34,1.1,1
Malindi,2025-11-01,-2.999779359158688,39.94422452594483,83.0,102.87,1.12,22.71,0.0,4.13,1
Malindi,2026-01-06,-3.1205381695804735,39.963378593571775,77.23,92.34,2.65,0.0,0.72,3.37,1
Malindi,2025-12-10,-3.2780543592284475,39.99783238762042,3.57,58.29,1.59,8.63,4.38,1.28,0
Malindi,2026-01-12,-2.9920097699949726,40.05572101917639,36.47,56.58,1.17,9.63,1.98,2.36,1
Malindi,2025-11-24,-3.3768647236590508,40.06788178199071,35.12,44.52,0.78,25.43,1.58,0.16,0
Malindi,2025-12-02,-3.1137031700546665,39.940059214449946,21.64,32.57,2.05,24.88,2.63,0.1,1
Malindi,2026-02-17,-3.087782110184442,40.03933875020074,12.35,19.02,1.7,14.15,3.38,0.21,0
Malindi,2025-12-14,-3.2791844521111457,40.130062131659976,5.95,47.24,0.87,64.22,4.11,0.27,0
Malindi,2026-01-07,-3.008001019751547,39.957776547641345,13.69,20.97,2.94,0.0,2.21,0.49,0
Malindi,2026-01-15,-3.151654059974733,40.09210306301075,21.07,43.73,2.74,8.82,1.17,1.73,0
Malindi,2026-01-26,-3.101158786793671,40.003199131741276,23.11,56.84,2.71,41.3,0.28,1.08,0
Malindi,2026-02-19,-3.3311930109227177,39.970492496768536,21.45,60.55,2.66,27.59,1.52,5.38,1
Malindi,2026-01-20,-3.2292413752410054,40.07267036562341,23.89,30.1,0.98,0.0,0.0,0.6,1
Malindi,2026-01-12,-3.287365573100862,39.96579132458495,10.54,14.05,2.34,28.0,2.88,5.61,0
Malindi,2026-01-21,-3.1780151530294427,40.039482723445225,57.24,75.73,1.58,23.65,1.42,0.4,1
Malindi,2026-01-22,-3.074404038955361,40.11168764597483,26.33,37.98,2.26,33.34,3.48,0.28,1
Malindi,2025-12-02,-3.080647571447842,40.083721408710495,20.52,34.04,0.92,33.11,2.06,0.76,0
Malindi,2025-11-20,-3.364237467530512,39.92560271326112,8.77,12.98,1.61,18.2,1.23,3.53,0
Malindi,2026-01-07,-2.9718125790572314,39.9199849527231,14.21,25.79,1.34,10.65,1.02,2.06,1
Malindi,2026-02-18,-3.2978468087695223,40.01030938863479,30.3,40.37,1.93,13.26,3.46,4.5,1
Malindi,2025-11-05,-3.1989473986933845,40.0332348262634,106.93,122.31,2.59,14.4,0.71,1.52,1
Malindi,2026-01-29,-3.087620357190514,39.996645901736905,28.44,35.45,0.87,3.51,2.39,0.81,1
Malindi,2026-02-06,-3.208715493894411,40.07298318641357,15.77,39.26,2.5,18.95,5.43,0.26,1
Malindi,2025-12-16,-3.135177698428638,40.140427244014276,15.91,34.82,2.51,16.36,5.0,2.49,0
Malindi,2026-02-25,-3.077898666740638,40.135698165421296,16.18,56.94,2.14,9.72,2.64,4.1,1
Malindi,2026-02-18,-3.127469816133634,39.90957209879285,35.22,63.09,0.97,0.0,3.02,0.28,1
Malindi,2026-02-01,-3.097862117089517,40.11055166390042,57.6,73.51,1.37,23.79,3.57,1.22,1
Malindi,2025-11-15,-3.3344065227066553,39.95592266499611,25.1,47.87,1.68,7.1,3.53,0.11,1
Malindi,2025-11-10,-3.279355524105506,40.07732280641829,43.46,51.22,1.83,8.56,1.83,0.07,1
Malindi,2025-12-26,-3.0449280090069015,40.14022937940678,31.28,55.03,2.19,29.5,0.94,2.54,1
Malindi,2025-11-20,-3.3637841229077963,40.041533864275294,21.26,33.39,2.51,7.01,0.0,3.16,1
Malindi,2025-11-10,-3.055589756313596,40.13116852889827,24.29,31.81,2.23,29.9,5.0,3.64,1
Malindi,2025-12-18,-3.1027483330716086,39.9820690943771,64.31,117.08,1.34,15.98,4.85,1.38,1
